,id,op_type,district,street,rooms,area,floor,total_floors,house_seria,house_type,condition
1039,6039,For sale,centrs,Rūpniecības 44,3,83.0,4.0,7.0,Jaun.,Panel,All amenities
1047,6047,For sale,centrs,Miera 5,2,59.0,2.0,6.0,P. kara,Masonry,All amenities
1048,6048,For sale,Dārzciems,Strautu 23,1,42.3,3.0,5.0,M. ģim.,Brick,All amenities
1049,6049,For sale,Teika,Ropažu 49,5,142.0,2.0,7.0,Specpr.,Brick,All amenities
1050,6050,For sale,centrs,Birznieka-Upīša 10,2,32.0,1.0,6.0,Renov.,Masonry,All amenities
1051,6051,For sale,Imanta,Jūrmalas g. 59,1,46.0,8.0,12.0,104.,Panel,All amenities
1052,6052,For sale,Ziepniekkalns,Valdeķu 50 k-2,1,32.0,2.0,9.0,602.,Brick-Panel,All amenities
1056,6056,For sale,Ziepniekkalns,Ozolciema 22,3,79.0,8.0,10.0,119.,Panel,All amenities
1061,6061,For sale,centrs,Elizabetes 21a,4,127.0,2.0,5.0,Renov.,Masonry,All amenities
1063,6063,For sale,Vecmīlgrāvis,Ziemeļblāzmas 42,2,50.0,2.0,9.0,602.,Panel,All amenities
1065,6065,For sale,centrs,Briāna 4,2,52.4,1.0,5.0,Renov.,Masonry,All amenities
1067,6067,For sale,Dārzciems,Zeltiņu 45,2,45.0,2.0,2.0,Staļina,Brick,All amenities
1068,6068,For sale,centrs,Blaumaņa 12,3,66.0,3.0,6.0,Renov.,Masonry,All amenities
1073,6073,For sale,centrs,Rūdolfa 1,1,26.0,5.0,6.0,P. kara,Brick,All amenities
1075,6075,For sale,Purvciems,Dzelzavas 68,2,56.0,15.0,15.0,Specpr.,Panel,All amenities
1076,6076,For sale,Ķengarags,Maskavas 250 k-3,1,30.0,2.0,5.0,Hrušč.,Brick,All amenities
1078,6078,For sale,Imanta,Kurzemes pr. 18,2,46.0,4.0,5.0,Specpr.,Panel-Brick,All amenities
1080,6080,For sale,centrs,Brīvības iela 82,4,139.0,6.0,7.0,Renov.,Masonry,All amenities
1081,6081,For sale,Vecrīga,Jēkaba 26/28,1,52.0,5.0,5.0,P. kara,Masonry,All amenities
1082,6082,For sale,Dzegužkalns,Iecavas 1,2,59.0,4.0,5.0,Jaun.,Panel-Brick,All amenities
1084,6084,For sale,Ziepniekkalns,Valdeķu 65,6,142.4,2.0,10.0,119.,Panel,All amenities
1087,6087,For sale,Ziepniekkalns,Putnu 31,3,79.0,1.0,6.0,Jaun.,Panel,All amenities
1089,6089,For sale,Purvciems,Zvaigznāja g. 3,2,51.0,3.0,5.0,LT proj.,Panel,All amenities
1090,6090,For sale,Purvciems,Deglava 61,4,91.0,3.0,9.0,119.,Panel,All amenities
1094,6094,For sale,centrs,Miera 86,2,43.0,1.0,6.0,Renov.,Brick,All amenities
1095,6095,For sale,Pļavnieki,Salnas 16,2,50.0,3.0,9.0,602.,Panel,All amenities
1098,6098,For sale,Torņakalns,Pastendes 13,1,27.0,1.0,2.0,Specpr.,Wood,Partial amenities
1099,6099,For sale,Pļavnieki,Tīnūžu 10,3,65.0,3.0,9.0,602.,Panel,All amenities
1102,6102,For sale,Iļģuciems,Stūres 9,3,70.0,4.0,5.0,LT proj.,Panel,All amenities
1103,6103,For sale,centrs,Katrīnas d. 20a,2,50.0,3.0,4.0,P. kara,Masonry,All amenities
1104,6104,For sale,Zasulauks,Valentīna 16 k-2,3,79.0,1.0,4.0,P. kara,Masonry,All amenities
1106,6106,For sale,centrs,Miera 97,1,30.0,1.0,5.0,Hrušč.,Brick,All amenities
1107,6107,For sale,Ziepniekkalns,Vienības g. 186a,2,86.0,5.0,5.0,Jaun.,Panel,All amenities
1108,6108,For sale,centrs,Kalniņa 6,3,68.0,5.0,5.0,Renov.,Masonry,All amenities
1109,6109,For sale,Mežaparks,Ķempes 9,3,72.0,5.0,12.0,Specpr.,Brick,All amenities
1112,6112,For sale,Ziepniekkalns,Bruknas 14,3,77.0,1.0,10.0,119.,Panel,All amenities
1113,6113,For sale,Dzegužkalns,Embūtes 22,3,82.0,1.0,2.0,Priv. m.,Wood,Partial amenities
1114,6114,For sale,centrs,Cēsu 8,3,87.0,4.0,6.0,P. kara,Masonry,All amenities
1115,6115,For sale,Maskavas priekšpilsēta,Jēkabpils 16,1,31.0,2.0,3.0,P. kara,Brick,All amenities
1116,6116,For sale,Purvciems,Stirnu 22,2,38.0,2.0,5.0,Specpr.,Brick-Panel,All amenities
1117,6117,For sale,centrs,Blaumaņa 12,1,35.0,2.0,7.0,Renov.,Masonry,All amenities
1118,6118,For sale,Āgenskalns,Kalnciema 106,1,36.0,5.0,5.0,103.,Brick-Panel,All amenities
1120,6120,For sale,Pļavnieki,Zemes 13,1,44.0,9.0,9.0,M. ģim.,Panel,All amenities
1121,6121,For sale,centrs,Tomsona 2,3,94.0,4.0,5.0,P. kara,Masonry,All amenities
1123,6123,For sale,Zolitūde,Anniņmuižas 13,4,149.0,12.0,12.0,Specpr.,Brick-Panel,All amenities
1124,6124,For sale,Maskavas priekšpilsēta,Rēznas 10b,2,37.0,5.0,5.0,Hrušč.,Brick,All amenities
1125,6125,For sale,Imanta,Anniņmuižas bulvāris 38,3,81.8,5.0,18.0,Jaun.,Brick-Panel,All amenities
1126,6126,For sale,Ķengarags,Prūšu 21/2,1,13.0,3.0,4.0,Specpr.,Brick,All amenities
1128,6128,For sale,centrs,Hospitāļu 23,5,214.0,5.0,8.0,Jaun.,Masonry,All amenities
1131,6131,For sale,Āgenskalns,Sabiles 8,2,71.0,1.0,3.0,Jaun.,Masonry,All amenities
1137,6137,For sale,Dzegužkalns,Dzirciema 7/1,2,50.0,2.0,5.0,LT proj.,Panel,All amenities
1139,6139,For sale,Purvciems,Pūces 19,2,45.0,3.0,5.0,Jaun.,Masonry,All amenities
1140,6140,For sale,Āgenskalns,Valentīna 16,3,124.0,1.0,1.0,Jaun.,Masonry,All amenities
1141,6141,For sale,Purvciems,Stirnu 20,3,79.0,1.0,4.0,Jaun.,Masonry,All amenities
1142,6142,For sale,Purvciems,Pūces 19,3,65.0,4.0,5.0,Jaun.,Masonry,All amenities
1143,6143,For sale,centrs,Strēlnieku 13,3,73.0,5.0,5.0,Renov.,Brick,All amenities
1144,6144,For sale,Grīziņkalns,Pērnavas 39,2,34.0,2.0,5.0,P. kara,Masonry,Partial amenities
1145,6145,For sale,Ķengarags,Maskavas 415,3,60.0,5.0,9.0,467.,Panel,All amenities
1147,6147,For sale,Purvciems,Dzelzavas 37,2,49.0,4.0,9.0,602.,Panel,All amenities
1149,6149,For sale,Purvciems,Stirnu 33,2,48.0,3.0,9.0,602.,Panel,All amenities
1150,6150,For sale,Purvciems,Ilūkstes 101,1,37.0,3.0,5.0,103.,Brick,All amenities
1151,6151,For sale,Pļavnieki,Zemes 9,1,41.0,3.0,9.0,M. ģim.,Panel,All amenities
1152,6152,For sale,centrs,Duntes 1,2,55.0,1.0,3.0,P. kara,Brick-Panel,All amenities
1154,6154,For sale,centrs,Ieroču 10,1,26.0,1.0,5.0,P. kara,Brick,All amenities
1158,6158,For sale,Mežaparks,Viestura pr. 51,1,35.0,5.0,9.0,Specpr.,Brick,All amenities
1159,6159,For sale,Imanta,Kurzemes pr. 6,3,60.0,4.0,5.0,LT proj.,Panel,All amenities
1160,6160,For sale,Daugavgrīva,Lēpju 5,2,46.0,2.0,5.0,Specpr.,Brick,All amenities
1161,6161,For sale,Ziepniekkalns,Kaplavas 5,3,99.0,4.0,6.0,Jaun.,Panel,All amenities
1162,6162,For sale,centrs,M. Piena 8,3,51.0,4.0,4.0,Renov.,Masonry,All amenities
1163,6163,For sale,centrs,Alūksnes 2,2,48.0,3.0,5.0,Specpr.,Masonry,All amenities
1164,6164,For sale,Imanta,Kurzemes pr. 92,2,50.0,1.0,5.0,LT proj.,Panel-Brick,All amenities
1165,6165,For sale,Ziepniekkalns,Ozolciema 40a,2,49.0,6.0,11.0,Specpr.,Brick-Panel,All amenities
1167,6167,For sale,Pļavnieki,Pļavnieku 5,2,51.0,6.0,9.0,602.,Panel,All amenities
1169,6169,For sale,Mežaparks,Visbijas pr. 45,3,82.0,2.0,3.0,Jaun.,Masonry,All amenities
1171,6171,For sale,Imanta,Kurzemes pr. 94,3,62.0,3.0,9.0,602.,Panel,Without amenities
1174,6174,For sale,Ziepniekkalns,Komētas 34,4,141.0,4.0,4.0,Jaun.,Panel,All amenities
1175,6175,For sale,centrs,Brīvības iela 168,4,172.0,6.0,7.0,Specpr.,Panel-Brick,All amenities
1176,6176,For sale,Ziepniekkalns,Valdeķu 17,2,49.0,3.0,5.0,Specpr.,Brick,All amenities
1178,6178,For sale,Āgenskalns,Tapešu 23,2,49.0,4.0,5.0,LT proj.,Brick,All amenities
1179,6179,For sale,centrs,Klijānu 16,3,79.0,7.0,9.0,Jaun.,Masonry,All amenities
1180,6180,For sale,Purvciems,Staiceles 1,3,64.0,5.0,9.0,602.,Panel,All amenities
1181,6181,For sale,Ziepniekkalns,Ozolciema 28,1,35.0,7.0,9.0,602.,Panel,All amenities
1182,6182,For sale,Vecmīlgrāvis,Rinkas 1/1,2,50.0,5.0,5.0,LT proj.,Panel,All amenities
1184,6184,For sale,centrs,Lāčplēša 11,4,142.0,6.0,7.0,Jaun.,Panel-Brick,All amenities
1185,6185,For sale,Ķīpsala,Ogļu 30,3,100.0,1.0,3.0,Jaun.,Masonry,All amenities
1186,6186,For sale,Ķīpsala,Ogļu 32,3,130.0,4.0,4.0,Renov.,Masonry,All amenities
1188,6188,For sale,centrs,Dzirnavu 6,3,77.0,3.0,4.0,Renov.,Masonry,All amenities
1190,6190,For sale,centrs,Dzirnavu 6,3,103.0,1.0,4.0,Renov.,Masonry,All amenities
1191,6191,For sale,centrs,Dzirnavu 6,4,96.0,3.0,4.0,Renov.,Masonry,All amenities
1192,6192,For sale,centrs,Dzirnavu 6,2,56.0,1.0,4.0,Renov.,Masonry,All amenities
1193,6193,For sale,Ķīpsala,Ogļu 30,3,140.0,3.0,3.0,Jaun.,Masonry,All amenities
1194,6194,For sale,centrs,Dzirnavu 6,4,97.0,2.0,4.0,Renov.,Masonry,All amenities
1195,6195,For sale,Ķīpsala,Zvejnieku 24,2,72.0,1.0,3.0,Jaun.,Masonry,All amenities
1196,6196,For sale,Ķīpsala,Zvejnieku 24,2,70.0,1.0,3.0,Jaun.,Masonry,All amenities
1197,6197,For sale,,Ogļu 32,3,79.0,1.0,4.0,Renov.,Masonry,All amenities
1198,6198,For sale,Ķīpsala,Ogļu 30,3,99.0,2.0,3.0,Jaun.,Masonry,All amenities
1199,6199,For sale,Dārzciems,Nīcgales 52,3,68.0,5.0,5.0,103.,Brick-Panel,All amenities
1202,6202,For sale,Purvciems,Ūnijas 67,3,81.8,5.0,6.0,Jaun.,Panel,All amenities
1205,6205,For sale,Purvciems,Ūnijas 67,3,88.4,6.0,6.0,Jaun.,Panel,All amenities
1209,6209,For sale,Ziepniekkalns,Vienības g. 126,1,21.0,2.0,2.0,P. kara,Wood,Partial amenities
1210,6210,For sale,centrs,Vesetas 32,2,55.0,7.0,12.0,Specpr.,Brick,All amenities
1211,6211,For sale,Purvciems,Ķeguma 60,1,40.0,2.0,5.0,M. ģim.,Panel,All amenities
1212,6212,For sale,centrs,Ganu 4,5,145.0,4.0,5.0,P. kara,Masonry,All amenities
1213,6213,For sale,Maskavas priekšpilsēta,Maskavas 95,3,61.0,4.0,4.0,P. kara,Masonry,All amenities
1214,6214,For sale,Torņakalns,Bauskas 33,3,98.0,5.0,7.0,Jaun.,Panel-Brick,All amenities
1215,6215,For sale,Vecmīlgrāvis,Baltāsbaznīcas 33,2,48.0,1.0,3.0,Hrušč.,Brick,All amenities
1216,6216,For sale,Čiekurkalns,Rusova 24,1,43.0,3.0,5.0,M. ģim.,Panel,All amenities
1217,6217,For sale,Jugla,Juglas 3a,4,216.0,1.0,4.0,Jaun.,Brick,All amenities
1220,6220,For sale,Vecmīlgrāvis,Gliemežu 5,1,38.0,2.0,5.0,Specpr.,Brick-Panel,All amenities
1221,6221,For sale,Vecmīlgrāvis,Vecmīlgrāvja 1. l. 37,3,58.0,5.0,5.0,LT proj.,Panel,All amenities
1222,6222,For sale,Zolitūde,Imantas 16. l. 7,3,83.0,7.0,9.0,119.,Panel-Brick,All amenities
1223,6223,For sale,centrs,Republikas laukums 3,3,126.0,6.0,6.0,Jaun.,Masonry,All amenities
1224,6224,For sale,Sarkandaugava,Viestura pr. 59,1,28.0,7.0,9.0,Specpr.,Brick-Panel,All amenities
1225,6225,For sale,Krasta r-ns,Dzērvju 3,4,80.0,9.0,9.0,467.,Panel,All amenities
1226,6226,For sale,Vecmīlgrāvis,Kalngales 1,2,51.0,6.0,9.0,602.,Panel,All amenities
1228,6228,For sale,Ziepniekkalns,Ozolciema 18,2,58.0,4.0,9.0,119.,Panel,All amenities
1229,6229,For sale,Iļģuciems,Grodņas 1a,1,26.0,1.0,2.0,P. kara,Wood,All amenities
1230,6230,For sale,Pļavnieki,Rudens 8,4,78.0,7.0,9.0,602.,Panel,All amenities
1231,6231,For sale,centrs,Sadovņikova 17,2,50.0,4.0,5.0,P. kara,Masonry,All amenities
1233,6233,For sale,Purvciems,Vējavas 12,1,39.0,1.0,5.0,M. ģim.,Panel,All amenities
1236,6236,For sale,Vecmīlgrāvis,Emmas 14,1,14.0,3.0,3.0,P. kara,Masonry,All amenities
1237,6237,For sale,Purvciems,Deglava 57,4,98.0,5.0,6.0,119.,Panel,All amenities
1240,6240,For sale,centrs,Hospitāļu 15,2,46.0,2.0,5.0,P. kara,Masonry,All amenities
1241,6241,For sale,Teika,Caunes 10,3,86.0,6.0,7.0,Specpr.,Brick,All amenities
1244,6244,For sale,Mežciems,Biķernieku 102,3,74.0,3.0,16.0,104.,Panel,All amenities
1245,6245,For sale,Zolitūde,Ruses 7,1,46.0,9.0,9.0,119.,Panel,All amenities
1248,6248,For sale,Iļģuciems,Riekstu 11,4,95.0,4.0,5.0,Jaun.,Brick-Panel,All amenities
1250,6250,For sale,Purvciems,Astras 8,2,63.0,4.0,24.0,Jaun.,Panel-Brick,All amenities
1251,6251,For sale,Teika,Vidrižu 4,2,53.0,2.0,9.0,Specpr.,Brick,All amenities
1252,6252,For sale,Ķengarags,Lokomotīves 60,2,50.0,1.0,5.0,LT proj.,Panel,All amenities
1254,6254,For sale,centrs,Mēness 11,2,37.0,2.0,3.0,P. kara,Brick,Partial amenities
1256,6256,For sale,Mežciems,Kaivas 50-36d,1,34.0,1.0,5.0,Jaun.,Masonry,All amenities
1258,6258,For sale,centrs,Barona 24/26,6,119.0,6.0,6.0,P. kara,Masonry,All amenities
1259,6259,For sale,Ziepniekkalns,Ozolciema 16/6,4,90.0,6.0,10.0,119.,Panel,All amenities
1260,6260,For sale,centrs,Klijānu 16,6,293.0,9.0,9.0,Jaun.,Masonry,All amenities
1261,6261,For sale,centrs,Valmieras 28,4,91.0,2.0,5.0,Renov.,Masonry,All amenities
1263,6263,For sale,centrs,Strēlnieku 19,3,79.0,1.0,3.0,P. kara,Brick,All amenities
1269,6269,For sale,Pļavnieki,Rembates 8,2,53.0,4.0,10.0,Jaun.,Brick-Panel,All amenities
1271,6271,For sale,Purvciems,Ieriķu 58,1,39.0,2.0,9.0,Specpr.,Brick-Panel,All amenities
1272,6272,For sale,centrs,Miera 80,2,50.0,2.0,6.0,Specpr.,Brick,All amenities
1273,6273,For sale,Imanta,Anniņmuižas bulvāris 38,2,64.0,6.0,18.0,Jaun.,Brick-Panel,All amenities
1274,6274,For sale,centrs,Pulkv. Brieža 9 k. 1,3,80.0,2.0,7.0,Jaun.,Masonry,All amenities
1275,6275,For sale,centrs,Birznieka-Upīša 18,3,113.0,1.0,6.0,Renov.,Masonry,All amenities
1277,6277,For sale,centrs,Pulkv. Brieža 35,1,37.0,4.0,7.0,Jaun.,Masonry,All amenities
1278,6278,For sale,Čiekurkalns,Čiekurkalna 2. šķ l. 6,1,41.0,2.0,3.0,Jaun.,Brick-Panel,All amenities
1279,6279,For sale,Teika,Burtnieku 36a,3,80.0,4.0,5.0,Jaun.,Panel-Brick,All amenities
1280,6280,For sale,Maskavas priekšpilsēta,Ludzas 36,2,42.0,4.0,6.0,P. kara,Masonry,Partial amenities
1282,6282,For sale,Āgenskalns,Liepājas 60,2,47.0,2.0,2.0,Renov.,Wood,All amenities
1284,6284,For sale,Imanta,Zentenes 18,3,62.0,3.0,9.0,602.,Panel,All amenities
1285,6285,For sale,Purvciems,Ieriķu 25,2,57.0,4.0,5.0,103.,Brick-Panel,All amenities
1286,6286,For sale,Bolderāja,Velkoņu 2,2,54.0,2.0,5.0,103.,Brick,All amenities
1288,6288,For sale,centrs,Vīlandes 16,3,90.0,2.0,6.0,Renov.,Masonry,All amenities
1291,6291,For sale,centrs,Barona 25,4,99.0,6.0,6.0,P. kara,Masonry,All amenities
1297,6297,For sale,centrs,Stabu 6,3,70.0,5.0,6.0,P. kara,Brick,All amenities
1298,6298,For sale,Čiekurkalns,Rusova 7,2,37.0,2.0,5.0,Jaun.,Masonry,All amenities
1299,6299,For sale,Čiekurkalns,Rusova 7,2,38.0,1.0,5.0,Jaun.,Masonry,All amenities
1300,6300,For sale,Pļavnieki,Jasmuižas 1,3,102.0,6.0,12.0,Specpr.,Brick,All amenities
1304,6304,For sale,Vecrīga,Jēkaba 26/28,4,123.0,3.0,5.0,P. kara,Masonry,All amenities
1308,6308,For sale,Ķengarags,Aglonas 16,3,61.0,5.0,5.0,LT proj.,Panel,All amenities
1311,6311,For sale,Ķengarags,Prūšu 4,2,43.0,2.0,5.0,Jaun.,Panel,All amenities
1313,6313,For sale,Sarkandaugava,Sarkandaugavas 26,1,29.0,3.0,5.0,Hrušč.,Brick,All amenities
1314,6314,For sale,Mežciems,Biķernieku 160,3,77.0,3.0,5.0,Jaun.,Panel-Brick,All amenities
1315,6315,For sale,Imanta,Kurzemes pr. 68,2,39.0,3.0,5.0,LT proj.,Panel,All amenities
1319,6319,For sale,centrs,Ausekļa 2,3,67.0,5.0,5.0,P. kara,Masonry,All amenities
1324,6324,For sale,Vecmīlgrāvis,Meldru 4,2,45.0,3.0,5.0,Hrušč.,Brick,All amenities
1325,6325,For sale,Zolitūde,Irlavas 2,1,39.0,2.0,3.0,Specpr.,Masonry,All amenities
1328,6328,For sale,Ziepniekkalns,Valdeķu 62,3,62.0,4.0,9.0,602.,Panel,All amenities
1330,6330,For sale,Bolderāja,Silikātu 1 k-2,2,34.0,4.0,4.0,Hrušč.,Brick-Panel,All amenities
1332,6332,For sale,centrs,Valdemāra 57,4,94.0,3.0,7.0,P. kara,Masonry,All amenities
1333,6333,For sale,Jugla,Murjāņu 36,2,47.0,2.0,5.0,Hrušč.,Brick,All amenities
1335,6335,For sale,Ziepniekkalns,Bātas 3a,3,145.0,3.0,4.0,Jaun.,Panel,All amenities
1342,6342,For sale,Purvciems,Stirnu 53,3,60.0,5.0,5.0,LT proj.,Panel,All amenities
1343,6343,For sale,Jugla,Murjāņu 52,2,47.0,5.0,5.0,LT proj.,Panel,All amenities
1344,6344,For sale,Bolderāja,Lielupes 1/1,3,74.0,1.0,2.0,Staļina,Brick,All amenities
1345,6345,For sale,Sarkandaugava,Kadiķu 3,1,33.0,2.0,2.0,Renov.,Brick,All amenities
1346,6346,For sale,centrs,Bruņinieku 78,2,50.0,4.0,4.0,P. kara,Masonry,All amenities
1347,6347,For sale,Āgenskalns,Grīna bulv. 9,3,58.0,4.0,5.0,Specpr.,Brick,All amenities
1349,6349,For sale,Āgenskalns,Ormaņu 27,2,40.0,1.0,2.0,P. kara,Wood,Partial amenities
1350,6350,For sale,Šķirotava,Gravas 17,3,91.0,1.0,5.0,Jaun.,Panel,All amenities
1351,6351,For sale,centrs,M. Matīsa 3,1,21.0,1.0,5.0,Staļina,Brick,All amenities
1355,6355,For sale,Pļavnieki,Tīnūžu 12,4,73.0,3.0,9.0,467.,Panel,All amenities
1356,6356,For sale,Mežaparks,Hamburgas 16,6,208.0,2.0,3.0,Priv. m.,Masonry,All amenities
1371,6371,For sale,Iļģuciems,Vaidelotes 26,1,28.0,3.0,5.0,Hrušč.,Brick,All amenities
1372,6372,For sale,Purvciems,Brantkalna 13,3,79.0,2.0,9.0,119.,Panel,All amenities
1373,6373,For sale,centrs,Dzirnavu 107,2,30.0,1.0,4.0,P. kara,Brick,All amenities
1374,6374,For sale,Jugla,Salamandras 3,1,44.0,2.0,7.0,Specpr.,Brick,All amenities
1375,6375,For sale,centrs,Čaka 68,3,59.0,2.0,6.0,P. kara,Brick,All amenities
1377,6377,For sale,Āgenskalns,Kuldīgas 32,4,112.0,3.0,6.0,Renov.,Masonry,All amenities
1379,6379,For sale,centrs,Hospitāļu 22,5,138.0,4.0,4.0,P. kara,Masonry,All amenities
1386,6386,For sale,Vecrīga,M. Smilšu 11,1,18.0,2.0,4.0,P. kara,Masonry,All amenities
1387,6387,For sale,Imanta,Akāciju 2e,3,60.0,7.0,9.0,Jaun.,Panel,All amenities
1388,6388,For sale,Imanta,Akāciju 2d,4,78.0,8.0,9.0,Jaun.,Panel,All amenities
1389,6389,For sale,Imanta,Akāciju 2d,2,51.0,6.0,9.0,Jaun.,Panel,All amenities
1390,6390,For sale,Imanta,Akāciju 2e,4,78.0,5.0,9.0,Jaun.,Panel,All amenities
1391,6391,For sale,Imanta,Akāciju 2d,4,78.0,6.0,9.0,Jaun.,Panel,All amenities
1392,6392,For sale,Imanta,Akāciju 2d,2,45.0,7.0,9.0,Jaun.,Panel,All amenities
1393,6393,For sale,Mangaļsala,Traleru 19,1,36.0,5.0,5.0,103.,Brick-Panel,All amenities
1394,6394,For sale,Ķengarags,Ikšķiles 4,2,45.0,4.0,5.0,LT proj.,Panel,All amenities
1395,6395,For sale,Purvciems,Dzelzavas 71,2,50.0,7.0,9.0,467.,Panel,All amenities
1396,6396,For sale,Purvciems,Dudajeva g. 4,2,50.0,5.0,5.0,LT proj.,Panel,All amenities
1397,6397,For sale,Pļavnieki,Jasmuižas 1,4,113.0,12.0,12.0,Specpr.,Brick,All amenities
1398,6398,For sale,Ķengarags,Ķengaraga 8,3,62.0,3.0,5.0,Jaun.,Panel-Brick,All amenities
1399,6399,For sale,Āgenskalns,Slokas 31,4,137.0,1.0,4.0,Renov.,Masonry,Partial amenities
1400,6400,For sale,Āgenskalns,Mārtiņa 8c,4,137.0,1.0,4.0,Renov.,Masonry,All amenities
1401,6401,For sale,Āgenskalns,Ernestīnes 8,3,91.0,2.0,3.0,Jaun.,Masonry,All amenities
1402,6402,For sale,centrs,Ģertrūdes 99,2,37.0,3.0,6.0,P. kara,Masonry,All amenities
1403,6403,For sale,Ziepniekkalns,Dignājas 1a,3,65.0,2.0,4.0,Jaun.,Masonry,All amenities
1404,6404,For sale,Čiekurkalns,Skultes 5,2,55.0,3.0,3.0,Jaun.,Masonry,All amenities
1409,6409,For sale,Purvciems,Biķernieku 49,3,55.0,1.0,5.0,Hrušč.,Panel-Brick,All amenities
1420,6420,For sale,Šampēteris-Pleskodāle,Ventspils 65a,1,37.0,1.0,3.0,Renov.,Brick,All amenities
1422,6422,For sale,centrs,Dzirnavu 60,2,74.0,4.0,5.0,P. kara,Masonry,All amenities
1423,6423,For sale,Mežciems,Kaivas 29,3,80.0,2.0,5.0,Jaun.,Panel-Brick,All amenities
1424,6424,For sale,centrs,Avotu 7,4,153.0,5.0,6.0,P. kara,Masonry,All amenities
1425,6425,For sale,centrs,Čaka 63,4,90.0,2.0,5.0,P. kara,Masonry,All amenities
1427,6427,For sale,Čiekurkalns,Čiekurkalna 2. l. 49a,1,30.0,5.0,5.0,Jaun.,Masonry,All amenities
1428,6428,For sale,Ķengarags,Višķu 15,2,48.0,1.0,5.0,LT proj.,Panel,All amenities
1429,6429,For sale,Purvciems,Pūces 51,3,63.0,5.0,9.0,602.,Panel,All amenities
1430,6430,For sale,Sarkandaugava,Alekša 11,1,27.1,2.0,4.0,P. kara,Masonry,All amenities
1432,6432,For sale,Imanta,Tālavas g. 13,2,49.0,1.0,5.0,LT proj.,Panel,All amenities
1433,6433,For sale,Šampēteris-Pleskodāle,Lielirbes 11,3,94.0,10.0,25.0,Jaun.,Panel,All amenities
1434,6434,For sale,Purvciems,Dzelzavas 13,2,44.0,4.0,5.0,Hrušč.,Brick,All amenities
1436,6436,For sale,centrs,Eksporta 18,2,38.0,5.0,3.0,Hrušč.,Brick,All amenities
1438,6438,For sale,Pļavnieki,Deglava 122,3,79.0,4.0,9.0,119.,Panel,All amenities
1440,6440,For sale,centrs,J. Daliņa 8,4,110.0,10.0,24.0,Jaun.,Brick-Panel,All amenities
1445,6445,For sale,Mežaparks,Ezermalas 2a,3,78.0,1.0,12.0,Specpr.,Brick,All amenities
1446,6446,For sale,centrs,Miera 105,4,101.0,6.0,6.0,Renov.,Masonry,All amenities
1447,6447,For sale,centrs,Miera 5,3,95.0,5.0,6.0,Renov.,Masonry,All amenities
1448,6448,For sale,Pļavnieki,Salnas 13,1,33.0,4.0,9.0,602.,Panel,All amenities
1449,6449,For sale,centrs,Birznieka-Upīša 10,2,43.0,3.0,6.0,Renov.,Masonry,All amenities
1450,6450,For sale,centrs,Lāčplēša 48,2,58.0,2.0,6.0,P. kara,Masonry,All amenities
1451,6451,For sale,Voleri,Daugavgrīvas š. 49,2,59.0,1.0,1.0,P. kara,Brick,Partial amenities
1452,6452,For sale,Imanta,Dubultu 19,2,50.0,5.0,5.0,LT proj.,Panel,All amenities
1455,6455,For sale,Zasulauks,M. Kuldīgas 4,1,22.0,2.0,2.0,P. kara,Wood,Without amenities
1456,6456,For sale,Iļģuciems,Dzirciema 71,2,54.0,6.0,9.0,602.,Panel,All amenities
1457,6457,For sale,Ķengarags,Maskavas 258,2,48.0,2.0,5.0,LT proj.,Panel,All amenities
1458,6458,For sale,centrs,Birznieka-Upīša 10,1,23.0,2.0,6.0,Renov.,Masonry,All amenities
1460,6460,For sale,centrs,Brīvības iela 129,2,54.0,4.0,5.0,P. kara,Masonry,All amenities
1461,6461,For sale,Vecmīlgrāvis,Dombrovska 45,3,65.0,5.0,9.0,602.,Panel,All amenities
1463,6463,For sale,Jugla,Silciema 15 k-3,2,44.0,4.0,5.0,Hrušč.,Panel,All amenities
1464,6464,For sale,Purvciems,Žagatu 20a,3,62.0,1.0,9.0,602.,Brick-Panel,All amenities
1465,6465,For sale,Teika,Ķeguma 52/2,3,69.0,3.0,5.0,103.,Brick-Panel,All amenities
1466,6466,For sale,centrs,Krasta 25,2,53.0,4.0,4.0,P. kara,Masonry,All amenities
1467,6467,For sale,centrs,Maskavas 131,2,70.0,2.0,4.0,Renov.,Masonry,All amenities
1468,6468,For sale,centrs,Ģertrūdes 99,2,42.0,3.0,6.0,Renov.,Masonry,All amenities
1469,6469,For sale,centrs,Matīsa 69,2,64.0,2.0,7.0,Jaun.,Panel-Brick,All amenities
1470,6470,For sale,Purvciems,Ilūkstes 103/2,4,75.0,5.0,9.0,467.,Panel,All amenities
1472,6472,For sale,centrs,Katrīnas d. 24,3,84.0,3.0,3.0,P. kara,Masonry,All amenities
1478,6478,For sale,Vecrīga,M. Smilšu 11,1,24.0,4.0,4.0,P. kara,Brick,All amenities
1480,6480,For sale,centrs,Zirņu 6,2,44.0,6.0,6.0,Specpr.,Brick,All amenities
1481,6481,For sale,Purvciems,Dudajeva g. 9,3,60.0,5.0,5.0,LT proj.,Panel,All amenities
1483,6483,For sale,centrs,Ganību d. 15,1,30.0,3.0,6.0,P. kara,Brick,All amenities
1484,6484,For sale,Jaunciems,Jaunciema 2. šķ. l. 2,1,27.0,5.0,5.0,Specpr.,Brick,All amenities
1485,6485,For sale,Imanta,Kurzemes pr. 12,2,50.0,1.0,5.0,LT proj.,Panel,All amenities
