,id,op_type,district,street,rooms,area,floor,total_floors,house_seria,house_type,condition
606,5606,For rent,centrs,Tomsona 30,2,81.0,2.0,9.0,Jaun.,Brick-Panel,All amenities
607,5607,For rent,Imanta,Kurzemes pr. 122,1,37.0,9.0,9.0,602.,Panel,All amenities
608,5608,For rent,centrs,Barona 24/26,1,20.0,2.0,6.0,Jaun.,Brick-Panel,All amenities
609,5609,For rent,Pļavnieki,Ulbrokas 12,2,61.0,6.0,8.0,Jaun.,Brick,All amenities
610,5610,For rent,centrs,Barona 21,1,40.0,4.0,5.0,P. kara,Masonry,All amenities
611,5611,For rent,centrs,Antonijas 22,2,88.0,5.0,6.0,Renov.,Masonry,All amenities
613,5613,For rent,Iļģuciems,Lidoņu 3a,2,50.0,3.0,5.0,LT proj.,Panel,All amenities
614,5614,For rent,Grīziņkalns,Alauksta 21,1,30.0,2.0,5.0,P. kara,Brick,All amenities
620,5620,For rent,centrs,Pērnavas 7,3,75.5,6.0,6.0,Renov.,Masonry,All amenities
627,5627,For rent,centrs,Pērnavas 39,1,25.0,5.0,6.0,P. kara,Brick,All amenities
629,5629,For rent,centrs,Ģertrūdes 99k2,2,30.0,3.0,5.0,P. kara,Masonry,Partial amenities
632,5632,For rent,centrs,Ģertrūdes 22,2,60.0,5.0,5.0,Renov.,Brick,All amenities
633,5633,For rent,centrs,Čaka 156,1,33.0,5.0,6.0,P. kara,Masonry,All amenities
636,5636,For rent,centrs,Krāsotāju 2,4,75.0,1.0,2.0,P. kara,Wood,All amenities
641,5641,For rent,Jugla,Brīvības gatve 391,2,44.0,4.0,5.0,Hrušč.,Brick,All amenities
642,5642,For rent,centrs,Brīvības 162/2,2,43.0,8.0,8.0,Specpr.,Brick,All amenities
643,5643,For rent,Pļavnieki,Pavasara g. 2,1,35.0,6.0,9.0,602.,Panel,All amenities
645,5645,For rent,Jugla,Brīvības gatve 388,1,34.0,4.0,12.0,M. ģim.,Brick-Panel,All amenities
647,5647,For rent,Vecrīga,Peitavas 5,3,110.0,3.0,5.0,Renov.,Masonry,All amenities
651,5651,For rent,Vecrīga,Vāgnera 12,2,35.0,3.0,4.0,Renov.,Masonry,All amenities
653,5653,For rent,centrs,Pulkv. Brieža 7,2,81.0,5.0,5.0,Renov.,Masonry,All amenities
654,5654,For rent,centrs,Lāčplēša 119,1,16.0,1.0,5.0,Specpr.,Brick,All amenities
660,5660,For rent,Āgenskalns,Baložu 5,4,112.0,3.0,3.0,Priv. m.,Brick,All amenities
661,5661,For rent,Ķīpsala,Ķīpsalas 4,2,52.0,3.0,4.0,Jaun.,Masonry,All amenities
667,5667,For rent,Ziepniekkalns,Ozolciema 38,1,44.0,2.0,9.0,119.,Panel,All amenities
670,5670,For rent,centrs,Lāčplēša 98,1,20.0,3.0,5.0,Renov.,Brick-Panel,All amenities
671,5671,For rent,Pļavnieki,Salnas 21,2,43.0,1.0,9.0,Jaun.,Brick-Panel,All amenities
672,5672,For rent,centrs,Matīsa 109,3,88.0,5.0,5.0,Renov.,Brick,All amenities
673,5673,For rent,Dzegužkalns,Ķiršu 4,2,25.0,1.0,2.0,P. kara,Masonry,All amenities
674,5674,For rent,Ziepniekkalns,Sērenes 4,3,75.0,2.0,16.0,104.,Panel,All amenities
676,5676,For rent,centrs,Zaubes 9,3,95.0,3.0,6.0,Jaun.,Masonry,All amenities
679,5679,For rent,Purvciems,Vairoga 32,3,52.0,3.0,3.0,Jaun.,Masonry,All amenities
683,5683,For rent,Vecmīlgrāvis,Kāvu 4,1,30.0,5.0,5.0,LT proj.,Panel,All amenities
688,5688,For rent,centrs,Brīvības 72,2,85.0,3.0,6.0,P. kara,Masonry,All amenities
690,5690,For rent,centrs,Strēlnieku 7,2,57.0,5.0,7.0,Jaun.,Panel-Brick,All amenities
692,5692,For rent,centrs,Pulkv. Brieža 3,2,49.0,3.0,5.0,P. kara,Masonry,All amenities
693,5693,For rent,centrs,Skolas 36,2,52.0,3.0,4.0,P. kara,Brick,All amenities
695,5695,For rent,Iļģuciems,Kurzemes pr. 58,2,50.0,4.0,5.0,LT proj.,Panel,All amenities
697,5697,For rent,centrs,Dzirnavu 130,2,53.0,1.0,2.0,P. kara,Wood,Partial amenities
698,5698,For rent,centrs,Alberta 9,2,56.0,1.0,6.0,Renov.,Masonry,All amenities
700,5700,For rent,centrs,Brīvības 59,1,40.0,6.0,6.0,P. kara,Masonry,All amenities
702,5702,For rent,centrs,Lenču 2,2,45.0,1.0,6.0,P. kara,Masonry,All amenities
703,5703,For rent,centrs,Valdemāra 75,2,82.0,6.0,6.0,P. kara,Masonry,All amenities
705,5705,For rent,centrs,Barona 63,2,60.0,2.0,5.0,Renov.,Masonry,All amenities
706,5706,For rent,Āgenskalns,Kandavas 8,1,34.0,4.0,5.0,103.,Brick-Panel,All amenities
708,5708,For rent,Pļavnieki,J. Vācieša 2,1,67.0,1.0,16.0,Specpr.,Brick-Panel,All amenities
709,5709,For rent,centrs,Lāčplēša 14,4,96.0,5.0,6.0,P. kara,Masonry,All amenities
710,5710,For rent,Āgenskalns,Jūrmalas g. 7,3,55.0,5.0,5.0,LT proj.,Panel,All amenities
712,5712,For rent,Pļavnieki,Saharova 15,1,49.0,10.0,12.0,104.,Panel,All amenities
713,5713,For rent,centrs,Elizabetes 10,2,52.0,2.0,5.0,P. kara,Masonry,All amenities
714,5714,For rent,Ķengarags,Maskavas 261,1,19.0,5.0,5.0,Renov.,Brick,All amenities
715,5715,For rent,Āgenskalns,Mūkusalas 29,2,61.0,4.0,4.0,Jaun.,Masonry,All amenities
716,5716,For rent,centrs,Ausekļa 11,4,145.0,5.0,6.0,P. kara,Masonry,All amenities
721,5721,For rent,Vecrīga,Kalēju 74,2,72.0,4.0,7.0,Jaun.,Panel,All amenities
722,5722,For rent,Jugla,Ciemupes 2,3,130.0,9.0,9.0,Jaun.,Brick-Panel,All amenities
724,5724,For rent,Maskavas priekšpilsēta,Maskavas 146,1,20.0,1.0,5.0,Renov.,Brick,All amenities
729,5729,For rent,centrs,Stabu 46,1,14.0,5.0,6.0,P. kara,Masonry,All amenities
733,5733,For rent,Teika,Ūnijas 36,1,20.0,1.0,5.0,103.,Brick-Panel,All amenities
741,5741,For rent,Āgenskalns,Mūkusalas 25,1,35.6,4.0,6.0,Jaun.,Masonry,All amenities
743,5743,For rent,Mangaļi,Ezera 18,1,35.0,2.0,3.0,Specpr.,Brick,All amenities
748,5748,For rent,centrs,Ģertrūdes 107,1,15.0,4.0,5.0,P. kara,Masonry,All amenities
751,5751,For rent,Čiekurkalns,Čiekurkalna 1. l. 65,3,40.0,2.0,2.0,P. kara,Wood,Partial amenities
757,5757,For rent,centrs,Bruņinieku 115a,1,20.0,4.0,5.0,P. kara,Masonry,Partial amenities
759,5759,For rent,centrs,Klusā 20,1,28.0,3.0,9.0,Jaun.,Masonry,All amenities
762,5762,For rent,Torņakalns,Ludviķa 3,1,37.0,1.0,1.0,Staļina,Wood,Partial amenities
773,5773,For rent,Maskavas priekšpilsēta,Kalna 11,2,32.0,3.0,3.0,P. kara,Masonry,All amenities
774,5774,For rent,centrs,Marijas 16,2,50.0,3.0,6.0,P. kara,Brick,All amenities
777,5777,For rent,Iļģuciems,Kreslera 1,1,32.0,1.0,2.0,M. ģim.,Brick,All amenities
780,5780,For rent,centrs,Barona 76,3,71.0,6.0,6.0,Renov.,Masonry,All amenities
785,5785,For rent,centrs,Klusā 9,2,50.0,1.0,5.0,Specpr.,Brick,All amenities
787,5787,For rent,centrs,Baznīcas 7,1,10.0,6.0,6.0,P. kara,Masonry,All amenities
788,5788,For rent,Dzegužkalns,Daugavgrīvas 56,3,57.0,1.0,9.0,467.,Panel,All amenities
789,5789,For rent,Iļģuciems,Daugavgrīvas 56,3,57.0,1.0,9.0,467.,Panel,All amenities
790,5790,For rent,Teika,Ropažu 22,2,42.0,4.0,5.0,Hrušč.,Brick,All amenities
791,5791,For rent,centrs,Stabu 49a,2,46.0,3.0,5.0,P. kara,Masonry,All amenities
792,5792,For rent,Ziepniekkalns,Valdeķu 54/5,1,32.0,5.0,9.0,602.,Panel,All amenities
794,5794,For rent,Iļģuciems,Iļģuciema 5,3,52.0,1.0,2.0,P. kara,Wood,Partial amenities
796,5796,For rent,Iļģuciems,Skujenes 13,2,46.0,5.0,5.0,Hrušč.,Panel,All amenities
798,5798,For rent,centrs,Brīvības iela 170,2,51.0,2.0,6.0,P. kara,Masonry,All amenities
799,5799,For rent,centrs,Brīvības 92/94,2,60.0,2.0,5.0,Hrušč.,Brick,All amenities
802,5802,For rent,Dzegužkalns,Kreslera 1/5,2,46.0,2.0,2.0,Hrušč.,Brick,All amenities
804,5804,For rent,centrs,13. janvāra 21,1,58.0,6.0,7.0,Jaun.,Panel,All amenities
806,5806,For rent,Purvciems,Deglava 7,1,46.0,5.0,6.0,Jaun.,Brick-Panel,All amenities
813,5813,For rent,Purvciems,Marsa g. 6,2,50.0,1.0,5.0,LT proj.,Panel,All amenities
814,5814,For rent,centrs,Elizabetes 9,2,57.0,2.0,5.0,P. kara,Masonry,All amenities
815,5815,For rent,Jugla,Juglas 12,2,60.0,12.0,12.0,104.,Brick-Panel,All amenities
816,5816,For rent,centrs,Pērnavas 14,2,42.0,4.0,5.0,Hrušč.,Brick,All amenities
818,5818,For rent,Ziepniekkalns,Ozolciema 8,1,32.0,1.0,9.0,Specpr.,Brick,All amenities
820,5820,For rent,Bolderāja,Lemešu 7,2,50.0,6.0,9.0,602.,Panel,All amenities
826,5826,For rent,centrs,Ģertrūdes 129,2,37.0,4.0,5.0,Renov.,Brick,All amenities
827,5827,For rent,Imanta,Anniņmuižas bulvāris 38,1,52.0,6.0,15.0,Jaun.,Brick-Panel,All amenities
828,5828,For rent,Sarkandaugava,Pededzes 4,2,42.0,3.0,5.0,Hrušč.,Brick,All amenities
831,5831,For rent,centrs,Lāčplēša 16,1,20.0,5.0,6.0,P. kara,Masonry,All amenities
833,5833,For rent,Šampēteris-Pleskodāle,Lielirbes 11,3,92.0,12.0,25.0,Jaun.,Brick-Panel,All amenities
838,5838,For rent,centrs,Sapieru 3b,1,26.0,4.0,5.0,Renov.,Brick,All amenities
839,5839,For rent,centrs,Tērbatas 41,1,20.0,1.0,5.0,P. kara,Masonry,All amenities
841,5841,For rent,Zolitūde,Gramzdas 80,2,72.0,2.0,4.0,Jaun.,Panel-Brick,All amenities
850,5850,For rent,centrs,Matīsa 81,1,25.0,2.0,2.0,P. kara,Masonry,All amenities
851,5851,For rent,Sarkandaugava,Tvaika 16,2,35.0,3.0,5.0,Hrušč.,Brick,All amenities
856,5856,For rent,Pļavnieki,Zemes 3,1,14.0,2.0,9.0,602.,Panel,All amenities
857,5857,For rent,Imanta,Progresa 31,1,22.0,2.0,2.0,Priv. m.,Brick,All amenities
859,5859,For rent,Torņakalns,Vaiņodes 24a,2,36.0,4.0,5.0,LT proj.,Panel,Partial amenities
867,5867,For rent,centrs,Miera 105,2,46.0,2.0,6.0,Renov.,Masonry,All amenities
870,5870,For rent,Imanta,Kleistu 179,1,27.0,1.0,5.0,LT proj.,Panel,All amenities
871,5871,For rent,Āgenskalns,Kuģu 22,2,45.0,5.0,6.0,Hrušč.,Brick,All amenities
880,5880,For rent,centrs,Republikas laukums 3,2,56.0,2.0,7.0,Jaun.,Masonry,All amenities
891,5891,For rent,centrs,Pērnavas 4,3,60.0,1.0,3.0,P. kara,Masonry,All amenities
892,5892,For rent,Āgenskalns,Mūkusalas 29,2,52.1,2.0,4.0,Jaun.,Masonry,All amenities
893,5893,For rent,Šampēteris-Pleskodāle,Lielirbes 13,3,90.0,5.0,30.0,Jaun.,Masonry,All amenities
894,5894,For rent,Āgenskalns,Lielirbes 13,3,90.0,5.0,30.0,Jaun.,Masonry,All amenities
905,5905,For rent,centrs,Elijas 20,1,40.0,1.0,5.0,P. kara,Brick,All amenities
908,5908,For rent,Ķengarags,Ikšķiles 16,1,16.0,4.0,5.0,LT proj.,Panel,All amenities
912,5912,For rent,Jugla,Vidzemes al. 1,1,35.0,3.0,9.0,Čehu pr.,Brick-Panel,All amenities
915,5915,For rent,Purvciems,Kastrānes 1 k-2,1,16.0,1.0,5.0,Renov.,Brick-Panel,All amenities
917,5917,For rent,Vecmīlgrāvis,Emmas 28,2,37.0,4.0,4.0,Staļina,Brick,All amenities
926,5926,For rent,centrs,Maskavas 146,2,28.0,4.0,5.0,Renov.,Masonry,All amenities
929,5929,For rent,Krasta r-ns,Ogres 14,2,52.0,5.0,9.0,467.,Panel,All amenities
933,5933,For rent,Pļavnieki,Saharova 7,1,40.0,6.0,9.0,M. ģim.,Panel,All amenities
937,5937,For rent,Mežaparks,Sudrabu Edžus 13,4,125.0,2.0,2.0,P. kara,Wood,All amenities
938,5938,For rent,centrs,Brīvības iela 68,1,18.0,4.0,6.0,Renov.,Masonry,All amenities
939,5939,For rent,Vecrīga,Vaļņu 8,3,100.0,3.0,5.0,P. kara,Masonry,All amenities
944,5944,For rent,centrs,Valkas 4,2,63.0,2.0,5.0,Jaun.,Masonry,All amenities
947,5947,For rent,Ķīpsala,Balasta d. 72,3,116.0,2.0,5.0,Renov.,Masonry,All amenities
948,5948,For rent,Ķīpsala,M. Balasta d. 72,2,122.0,2.0,3.0,Renov.,Masonry,All amenities
949,5949,For rent,Imanta,M. Krūmu 1,3,69.0,5.0,5.0,LT proj.,Panel,All amenities
957,5957,For rent,Ziepniekkalns,Ozolciema 20/1,1,20.0,2.0,10.0,119.,Panel-Brick,All amenities
958,5958,For rent,Zolitūde,Anniņmuižas 40,2,55.0,4.0,5.0,LT proj.,Panel,All amenities
963,5963,For rent,centrs,Miera 101,2,45.0,4.0,5.0,P. kara,Masonry,All amenities
964,5964,For rent,centrs,Ģertrūdes 93,1,26.0,1.0,5.0,P. kara,Brick-Panel,All amenities
966,5966,For rent,centrs,Lāčplēša 35,1,24.0,3.0,6.0,P. kara,Masonry,All amenities
968,5968,For rent,centrs,Mālpils 2,2,42.0,4.0,5.0,Hrušč.,Brick,All amenities
969,5969,For rent,Maskavas priekšpilsēta,Lomonosova 2,1,32.0,2.0,4.0,Staļina,Masonry,All amenities
972,5972,For rent,centrs,Valdemāra 20,3,131.0,5.0,5.0,P. kara,Masonry,All amenities
973,5973,For rent,centrs,Vīlandes 2,2,61.0,5.0,5.0,Renov.,Masonry,All amenities
974,5974,For rent,centrs,Rūpniecības 21,5,161.0,5.0,5.0,Jaun.,Masonry,All amenities
975,5975,For rent,Čiekurkalns,Čiekurkalna 1. l. 28,2,57.0,3.0,3.0,P. kara,Brick,Partial amenities
977,5977,For rent,centrs,Klusā 18,1,16.0,4.0,9.0,Renov.,Brick-Panel,All amenities
979,5979,For rent,centrs,Elizabetes 2a,4,95.0,3.0,5.0,P. kara,Brick,All amenities
980,5980,For rent,Ķengarags,Maskavas 315,1,35.0,1.0,12.0,Čehu pr.,Brick,All amenities
983,5983,For rent,Āgenskalns,Vīlipa 12,1,49.0,3.0,7.0,Jaun.,Panel-Brick,All amenities
984,5984,For rent,Imanta,Rigondas g. 3,2,46.0,6.0,12.0,Čehu pr.,Brick-Panel,All amenities
985,5985,For rent,Jugla,Ūdeļu 29,2,47.0,5.0,5.0,103.,Brick-Panel,All amenities
990,5990,For rent,Bolderāja,Platā 22,1,40.0,7.0,9.0,Specpr.,Brick,All amenities
995,5995,For rent,centrs,Bruņinieku 8,3,113.0,5.0,5.0,P. kara,Masonry,All amenities
998,5998,For rent,centrs,Barona 63,2,59.0,2.0,6.0,P. kara,Masonry,All amenities
1004,6004,For rent,Čiekurkalns,Čiekurkalna 2. l. 61,1,21.0,2.0,4.0,P. kara,Brick,All amenities
1012,6012,For rent,Bolderāja,Lielupes 68,2,48.0,5.0,5.0,LT proj.,Panel,All amenities
1016,6016,For rent,centrs,Jeruzalemes 10,3,125.0,5.0,2.0,Jaun.,Panel,All amenities
1022,6022,For rent,Zolitūde,Anniņmuižas 20,4,104.0,4.0,6.0,Jaun.,Panel,All amenities
1023,6023,For rent,centrs,Dzirnavu 63,2,52.4,4.0,6.0,P. kara,Masonry,All amenities
1024,6024,For rent,centrs,Rūpniecības 21 k-1,2,75.0,3.0,6.0,Jaun.,Panel,All amenities
1031,6031,For rent,Purvciems,Purvciema 50,1,48.0,2.0,5.0,M. ģim.,Panel,All amenities
1034,6034,For rent,Torņakalns,Jelgavas 63,2,38.0,4.0,6.0,Jaun.,Brick-Panel,All amenities
1036,6036,For rent,centrs,Tērbatas 59/61,2,48.0,2.0,6.0,Renov.,Brick,All amenities
1037,6037,For rent,centrs,Rūpniecības 44,3,83.0,4.0,7.0,Jaun.,Panel,All amenities
1040,6040,For rent,Āgenskalns,Zeļļu 13,2,50.0,2.0,3.0,P. kara,Wood,All amenities
1045,6045,For rent,Šampēteris-Pleskodāle,Volguntes 33a,1,32.0,2.0,3.0,P. kara,Masonry,All amenities
1046,6046,For rent,centrs,Bruņinieku 60,2,50.0,5.0,6.0,P. kara,Brick,All amenities
1054,6054,For rent,Čiekurkalns,Čiekurkalna 6. šķ l. 21,2,60.0,1.0,1.0,Priv. m.,Wood,All amenities
1055,6055,For rent,Sarkandaugava,Ziemeļu 17,1,26.0,4.0,4.0,P. kara,Brick,Partial amenities
1057,6057,For rent,Āgenskalns,Ormaņu 25,3,85.0,2.0,3.0,Jaun.,Masonry,All amenities
1058,6058,For rent,Āgenskalns,Ormaņu 25,3,71.0,3.0,3.0,Jaun.,Masonry,All amenities
1059,6059,For rent,centrs,Vagonu 22,1,33.0,2.0,5.0,Renov.,Masonry,All amenities
1060,6060,For rent,centrs,Matīsa 100,1,30.0,4.0,5.0,Renov.,Brick,All amenities
1062,6062,For rent,centrs,Vesetas 12,3,78.0,6.0,6.0,Specpr.,Brick,All amenities
1064,6064,For rent,Purvciems,Deglava 54,1,30.0,2.0,2.0,Priv. m.,Wood,All amenities
1066,6066,For rent,centrs,Rūpniecības 44,3,111.3,2.0,5.0,Jaun.,Brick-Panel,All amenities
1069,6069,For rent,centrs,Barona 13,3,73.0,5.0,6.0,Renov.,Masonry,All amenities
1070,6070,For rent,Vecrīga,Meistaru 6,3,74.0,3.0,5.0,P. kara,Masonry,All amenities
1071,6071,For rent,Imanta,Kurzemes pr. 32,1,39.0,3.0,5.0,LT proj.,Panel,All amenities
1072,6072,For rent,Iļģuciems,Spilves 25,1,49.0,12.0,14.0,Specpr.,Panel-Brick,All amenities
1074,6074,For rent,centrs,Tomsona 32,1,25.0,3.0,5.0,Hrušč.,Brick,All amenities
1077,6077,For rent,centrs,Lāčplēša 13,1,19.0,4.0,6.0,Renov.,Brick-Panel,All amenities
1079,6079,For rent,Teika,Šmerļa 3,1,20.0,1.0,2.0,Staļina,Brick,All amenities
1083,6083,For rent,centrs,Tērbatas 78,3,70.0,5.0,5.0,P. kara,Masonry,All amenities
1085,6085,For rent,Mežciems,Kaivas 50/4,2,63.0,3.0,5.0,Jaun.,Panel,All amenities
1086,6086,For rent,Pļavnieki,Ilūkstes 4,1,45.0,6.0,9.0,M. ģim.,Panel,All amenities
1088,6088,For rent,Mežciems,Biķernieku 21,2,54.0,3.0,4.0,Jaun.,Panel,All amenities
1091,6091,For rent,centrs,Maskavas 16,6,160.0,5.0,6.0,Jaun.,Brick-Panel,All amenities
1092,6092,For rent,centrs,Skolas 36,2,75.0,4.0,4.0,Renov.,Brick-Panel,All amenities
1093,6093,For rent,Pļavnieki,Ilūkstes 8,2,52.0,5.0,9.0,602.,Panel,All amenities
1096,6096,For rent,Ziepniekkalns,Bruknas 12,2,51.0,1.0,10.0,119.,Panel,All amenities
1097,6097,For rent,Krasta r-ns,Zilupes 16,2,49.0,9.0,9.0,467.,Panel,All amenities
1105,6105,For rent,Teika,Biķernieku 12,1,27.0,2.0,5.0,Hrušč.,Brick,All amenities
1110,6110,For rent,centrs,Elizabetes 9,2,33.0,5.0,5.0,P. kara,Masonry,All amenities
1111,6111,For rent,Dzegužkalns,Ūdens 12,2,118.0,5.0,5.0,Specpr.,Brick-Panel,All amenities
1119,6119,For rent,centrs,Tallinas 54,2,40.0,5.0,6.0,P. kara,Brick,All amenities
1122,6122,For rent,centrs,Dzirnavu 132,2,52.0,2.0,5.0,P. kara,Masonry,All amenities
1127,6127,For rent,Teika,Zemgaļu 99,1,40.0,1.0,1.0,Specpr.,Brick,All amenities
1129,6129,For rent,centrs,Lāčplēša 62,2,56.0,2.0,6.0,P. kara,Brick,All amenities
1130,6130,For rent,centrs,Hospitāļu 7a,1,37.0,2.0,3.0,Renov.,Wood,All amenities
1132,6132,For rent,Āgenskalns,Baldones 28,2,45.0,4.0,5.0,LT proj.,Panel,All amenities
1133,6133,For rent,centrs,Čaka 132,1,36.0,1.0,5.0,P. kara,Masonry,All amenities
1134,6134,For rent,centrs,Rūpniecības 9,3,83.0,5.0,5.0,P. kara,Masonry,All amenities
1135,6135,For rent,centrs,Klusā 18,1,38.0,3.0,9.0,Jaun.,Panel,All amenities
1138,6138,For rent,Čiekurkalns,Čiekurkalna 3. šķ l. 25,3,70.0,2.0,9.0,Specpr.,Brick-Panel,All amenities
1146,6146,For rent,Ziepniekkalns,Īslīces 1,4,89.0,10.0,12.0,119.,Panel-Brick,All amenities
1148,6148,For rent,Imanta,Anniņmuižas bulvāris 38,2,51.0,1.0,17.0,Jaun.,Panel,All amenities
1155,6155,For rent,Imanta,Anniņmuižas iela 38,2,60.0,10.0,16.0,Jaun.,Panel,All amenities
1156,6156,For rent,Mežaparks,Visbijas pr. 45,3,95.0,2.0,3.0,Jaun.,Panel,All amenities
1157,6157,For rent,centrs,Jeruzalemes 5,2,60.0,3.0,4.0,Jaun.,Panel-Brick,All amenities
1168,6168,For rent,Iļģuciems,Lilijas 18,2,56.0,2.0,3.0,Renov.,Masonry,All amenities
1170,6170,For rent,Ķengarags,Maskavas 273,1,31.0,4.0,5.0,LT proj.,Panel,All amenities
1172,6172,For rent,Āgenskalns,Ventspils 7,1,27.0,2.0,5.0,P. kara,Brick,All amenities
1173,6173,For rent,Āgenskalns,Lapu 29,3,70.0,3.0,3.0,P. kara,Masonry,All amenities
1177,6177,For rent,centrs,Matīsa 137,1,25.0,4.0,4.0,P. kara,Masonry,Partial amenities
1183,6183,For rent,Āgenskalns,Bāriņu 1a,1,23.0,2.0,4.0,Hrušč.,Brick,All amenities
1187,6187,For rent,Pļavnieki,Lubānas 999,3,68.0,5.0,6.0,Jaun.,Masonry,All amenities
1200,6200,For rent,Šampēteris-Pleskodāle,Stendes 7/3,1,13.0,1.0,3.0,Hrušč.,Brick,All amenities
1201,6201,For rent,Āgenskalns,Kalnciema 105,1,13.0,1.0,3.0,Hrušč.,Brick,All amenities
1203,6203,For rent,centrs,Čaka 117/1,2,45.0,2.0,6.0,Renov.,Masonry,All amenities
1204,6204,For rent,Purvciems,Ūnijas 67,3,82.0,2.0,6.0,Jaun.,Panel,All amenities
1206,6206,For rent,centrs,Antonijas 16a,2,102.0,1.0,6.0,Jaun.,Brick-Panel,All amenities
1207,6207,For rent,centrs,Stabu 92,3,97.0,3.0,6.0,Renov.,Masonry,All amenities
1208,6208,For rent,Purvciems,Varavīksnes g. 2,1,36.0,2.0,9.0,602.,Panel,All amenities
1218,6218,For rent,Dārzciems,Lapsu 12,3,61.0,4.0,4.0,Jaun.,Panel,All amenities
1219,6219,For rent,centrs,Matīsa 46,1,17.0,3.0,5.0,Jaun.,Masonry,All amenities
1232,6232,For rent,centrs,Ģertrūdes 91,1,22.0,6.0,5.0,P. kara,Brick,All amenities
1234,6234,For rent,centrs,Klijānu 2a,1,30.0,4.0,9.0,Renov.,Masonry,All amenities
1235,6235,For rent,centrs,Pulkv. Brieža 3,6,120.0,5.0,5.0,P. kara,Masonry,All amenities
1239,6239,For rent,centrs,Ģertrūdes 31,2,50.0,2.0,5.0,104.,Brick,All amenities
1242,6242,For rent,centrs,Lāčplēša 127,2,95.0,3.0,3.0,Renov.,Brick,All amenities
1243,6243,For rent,centrs,Tomsona 42,3,54.0,5.0,5.0,Hrušč.,Brick,All amenities
1246,6246,For rent,centrs,Matīsa 69,2,66.0,4.0,7.0,Jaun.,Brick,All amenities
1247,6247,For rent,Čiekurkalns,Čiekurkalna 2. šķ l. 4k1,3,75.0,5.0,5.0,Jaun.,Panel,All amenities
1249,6249,For rent,Bieriņi,Mēmeles 5a,2,70.0,2.0,2.0,Priv. m.,Panel,All amenities
1253,6253,For rent,centrs,Kalēju 47,3,42.0,3.0,5.0,Specpr.,Panel,All amenities
1255,6255,For rent,Vecrīga,13. janvāra 21,2,55.0,2.0,5.0,Jaun.,Brick-Panel,All amenities
1257,6257,For rent,centrs,Barona 24/26,1,22.0,2.0,6.0,Renov.,Brick,All amenities
1262,6262,For rent,centrs,Baznīcas 27/29,3,85.0,4.0,5.0,P. kara,Masonry,All amenities
1264,6264,For rent,Imanta,Kurzemes pr. 24,3,70.0,3.0,5.0,103.,Brick-Panel,All amenities
1265,6265,For rent,Imanta,Kurzemes pr. 12,2,48.0,4.0,5.0,LT proj.,Panel,All amenities
1266,6266,For rent,centrs,Strēlnieku 7,3,85.0,2.0,7.0,Jaun.,Panel,All amenities
1267,6267,For rent,centrs,Matīsa 80a,1,25.0,1.0,6.0,P. kara,Masonry,All amenities
1268,6268,For rent,Šķirotava,Granīta 7,1,20.0,2.0,3.0,LT proj.,Panel,Partial amenities
1270,6270,For rent,centrs,Maskavas 261,1,19.0,2.0,5.0,Renov.,Brick,All amenities
1276,6276,For rent,centrs,Tomsona 25,2,41.0,3.0,5.0,Hrušč.,Brick,All amenities
1281,6281,For rent,centrs,Asara 20,1,30.0,6.0,6.0,P. kara,Masonry,All amenities
1283,6283,For rent,centrs,Sadovņikova 25,2,59.0,6.0,6.0,Jaun.,Panel-Brick,All amenities
1287,6287,For rent,centrs,Zaļā 7,2,36.0,3.0,3.0,P. kara,Masonry,All amenities
1289,6289,For rent,Klīversala,Raņķa d. 7,2,42.0,1.0,5.0,Hrušč.,Brick,All amenities
1290,6290,For rent,centrs,Teātra 4,2,64.0,4.0,5.0,Jaun.,Brick-Panel,All amenities
1292,6292,For rent,centrs,Matīsa 85,2,46.0,4.0,5.0,P. kara,Masonry,All amenities
1293,6293,For rent,Bolderāja,Gaigalas 23a,3,65.0,2.0,5.0,LT proj.,Brick-Panel,All amenities
1294,6294,For rent,Maskavas priekšpilsēta,Maskavas 146,1,27.0,4.0,4.0,Renov.,Brick-Panel,All amenities
1295,6295,For rent,centrs,Čaka 132,1,36.0,1.0,9.0,P. kara,Masonry,All amenities
1296,6296,For rent,Maskavas priekšpilsēta,Maskavas 146,1,22.0,2.0,4.0,Renov.,Brick-Panel,All amenities
1301,6301,For rent,centrs,Jeruzalemes 10,3,130.0,6.0,7.0,Jaun.,Masonry,All amenities
1302,6302,For rent,centrs,Baznīcas 18a,3,85.0,5.0,6.0,Jaun.,Brick-Panel,All amenities
1303,6303,For rent,centrs,Republikas laukums 3,3,106.0,3.0,8.0,Jaun.,Masonry,All amenities
1305,6305,For rent,centrs,Stabu 92,3,103.0,3.0,6.0,Renov.,Masonry,All amenities
1306,6306,For rent,Šampēteris-Pleskodāle,Lielirbes 11,3,131.0,24.0,25.0,Jaun.,Masonry,All amenities
1307,6307,For rent,centrs,Bruņinieku 60,2,50.0,5.0,6.0,P. kara,Brick,All amenities
1309,6309,For rent,Āgenskalns,Tukuma 1,2,71.0,1.0,2.0,P. kara,Wood,All amenities
1310,6310,For rent,centrs,Avotu 59,3,115.0,4.0,4.0,P. kara,Brick,All amenities
1312,6312,For rent,Āgenskalns,Vīlipa 12,2,68.0,5.0,9.0,Jaun.,Panel-Brick,All amenities
1316,6316,For rent,centrs,Barona 76,3,58.0,5.0,6.0,Renov.,Masonry,All amenities
